form	lemma	POS	morph
		
རྒྱ་གར་	རྒྱ་གར་	PROPN
བརྒྱ་	བརྒྱ་	NUM
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
གཡོ་	གཡོ་	VERB
བ་	བ་	NOUN
ནུས་པ་	ནུས་པ་	VERB
ར་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
འང་	ཀྱང་	PART
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
ས་	ས་	ADP
ན་	ནས་	PART
ས་	ས་	ADP
ར་	ལ་	PART
གནོན་	གནོན་	VERB
བྱེད་	བྱེད་	VERB
ཅིང་	ཅིང་	PART
གོང་མ་	གོང་མ་	ADJ
ར་	ལ་	PART
རབ་ཏུ་	རབ་ཏུ་	NO_POS
འགྲོ་བ་	འགྲོ་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
དེ་	སྟེ་	PART
ཚེ་	ཚེ་	NOUN
འདི་	འདི་	DET
ཡི་	གི་	PART
ངན་འགྲོ་	ངན་འགྲོ་	NOUN
འི་	གི་	PART
ལམ་	གམ་	PART
རྣམས་	རྣམས་	DET
མཐའ་དག་	མཐའ་དག་	DET
འགག་པ་	འགག་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
དེ་	སྟེ་	PART
ཚེ་	ཚེ་	NOUN
འདི་	འདི་	DET
ཡི་	གི་	PART
སོ་སོ་	སོ་སོ་	PRON
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
འི་	གི་	PART
ས་	ས་	ADP
རྣམས་	རྣམས་	DET
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཟད་	ཟད་	VERB
། །		PUNCT
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
འཕགས་པ་	འཕགས་པ་	VERB
བརྒྱད་པ་	བརྒྱད་པ་	NUM
ཇི་ལྟ་	ཇི་ལྟ་	ADJ
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཉེ་བ་		
བསྟན་	བསྟན་	VERB
། །		PUNCT
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་	སེམས་	NOUN
ལྟ་	ལྟ་	NOUN
དང་པོ་	དང་པོ་	ADJ
ལ་	ལ་	PART
གནས་	གནས་	NOUN
ཀྱང་	ཀྱང་	PART
། །		PUNCT
ཐུབ་དབང་	ཐུབ་དབང་	NOUN
གསུང་སྐྱེས་	གསུང་སྐྱེས་	NO_POS
དང་	དང་	NO_POS
བཅའ་	བཅའ་	VERB
རང་	རང་	PRON
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
། །		PUNCT
བསོད་ནམས་	བསོད་ནམས་	NOUN
དག་	དག་	DET
གི་	གི་	PART
དབང་	དབང་	NOUN
གིས་	གིས་	PART
ཕམ་	ཕམ་	NO_POS
བྱ་	བྱ་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
འཕེལ་	འཕེལ་	VERB
། །		PUNCT
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
རིང་	རིང་	NOUN
དུ་	ལ་	PART
སོང་བ་	སོང་བ་	VERB
ར་	ལ་	PART
བློ་	བློ་	NOUN
ཡང་	ཀྱང་	PART
ལྷག་པ་		
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
དེ་	སྟེ་	PART
ཚེ་	ཚེ་	NOUN
དེ་	སྟེ་	PART
ལ་	ལ་	PART
རྫོགས་	རྫོགས་	VERB
སངས་	སངས་	VERB
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
རྒྱུ་	རྒྱུ་	NOUN
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
སྦྱིན་པ་	སྦྱིན་པ་	VERB
ཉིད་	ཉིད་	DET
ནི་	ནི་	NO_POS
ལྷག་པ་		
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
རང་	རང་	PRON
ཤ་	ཤ་	NOUN
སྟེར་	སྟེར་	VERB
ལ་	ལ་	ADP
འང་	ཀྱང་	PART
གུས་པ་	གུས་པ་	VERB
ར་	ལ་	PART
བྱས་པ་	བྱས་པ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
སྣང་	སྣང་	VERB
དུ་	ལ་	PART
མི་	མི་	PART
རུང་	རུང་	SCONJ
དཔོག་པ་	དཔོག་པ་	VERB
འི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
ར་	ལ་	PART
ཡང་	ཀྱང་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
འདི་	འདི་	DET
ཀུན་	ཀུན་	DET
བདེ་བ་	བདེ་བ་	VERB
མངོན་འདོད་	མངོན་འདོད་	NO_POS
ཅིང་	ཅིང་	PART
། །		PUNCT
མི་	མི་	PART
རྣམས་	རྣམས་	DET
བདེ་བ་	བདེ་བ་	VERB
འང་	ཀྱང་	PART
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
མེད་	མེད་	VERB
མིན་	མིན་	AUX
ལ་	ལ་	PART
། །		PUNCT
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
ཀྱང་	ཀྱང་	PART
ནི་	ནི་	NO_POS
སྦྱིན་	སྦྱིན་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
འབྱུང་	འབྱུང་	VERB
མཁྱེན་	མཁྱེན་	VERB
ན་	ནས་	PART
། །		PUNCT
ཐུབ་པ་	ཐུབ་པ་	VERB
ས་	གིས་	PART
དང་པོ་	དང་པོ་	ADJ
ར་	ལ་	PART
སྦྱིན་པ་	སྦྱིན་པ་	VERB
འི་	གི་	PART
གཏམ་	གཏམ་	NOUN
མཛད་	མཛད་	VERB
དོ་	གོ་	PART
། །		PUNCT
སྙིང་རྗེ་	སྙིང་རྗེ་	NOUN
དམན་	དམན་	VERB
ཞིང་	ཅིང་	PART
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
རྩུབ་	རྩུབ་	VERB
སེམས་ཅན་	སེམས་ཅན་	NOUN
། །		PUNCT
རང་དོན་	རང་དོན་	NOUN
ལྷུར་ལེན་	ལྷུར་ལེན་	ADJ
ཉིད་	ཉིད་	DET
དུ་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
གང་	གང་	NO_POS
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
གི་	གི་	PART
ཡང་	ཀྱང་	PART
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
རྣམས་	རྣམས་	DET
། །		PUNCT
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
ཉེར་ཞི་	ཉེར་ཞི་	NO_POS
འི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
སྦྱིན་	སྦྱིན་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
འབྱུང་	འབྱུང་	VERB
༑ །		PUNCT
འདི་	འདི་	DET
ཡང་	ཀྱང་	PART
སྦྱིན་པ་	སྦྱིན་པ་	VERB
འི་	གི་	PART
སྐབས་	སྐབས་	NOUN
ཀྱིས་	གིས་	PART
ནམ་ཞིག་	ནམ་ཞིག་	NO_POS
ཚེ་	ཚེ་	NOUN
། །		PUNCT
འཕགས་པ་	འཕགས་པ་	VERB
འི་	གི་	PART
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
དང་	དང་	NO_POS
འཕྲད་	འཕྲད་	VERB
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
འཐོབ་	འཐོབ་	VERB
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སྲིད་	སྲིད་	NOUN
རྒྱུན་	རྒྱུན་	NOUN
ཡང་དག་	ཡང་དག་	ADJ
བཅད་	བཅད་	VERB
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
། །		PUNCT
དེ་	སྟེ་	PART
ཡི་	གི་	PART
རྒྱུ་ཅན་	རྒྱུ་ཅན་	NO_POS
ཞི་བ་	ཞི་བ་	VERB
ར་	ལ་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
འགྲོ་	འགྲོ་	VERB
ལ་	ལ་	PART
ཕན་པ་	ཕན་པ་	VERB
ར་	ལ་	PART
དམ་བཅ་	དམ་བཅའ་	NOUN
ས་	གིས་	PART
ཡིད་ཅན་	ཡིད་ཅན་	NOUN
རྣམས་	རྣམས་	DET
། །		PUNCT
སྦྱིན་པ་	སྦྱིན་པ་	VERB
ས་	གིས་	PART
རིང་པོ་	རིང་པོ་	ADJ
ར་	ལ་	PART
མི་	མི་	PART
ཐོགས་	ཐོགས་	VERB
དགའ་བ་	དགའ་བ་	VERB
འཐོབ་	འཐོབ་	VERB
། །		PUNCT
གང་	གང་	NO_POS
ཕྱི་	ཕྱི་	OTHER
བརྩེ་	བརྩེ་	NO_POS
བདག་	བདག་	PRON
བརྩེ་	བརྩེ་	NO_POS
བདག་	བདག་	PRON
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
༑ །		PUNCT
དེ་ཕྱིར་	དེ་ཕྱིར་	NO_POS
སྦྱིན་པ་	སྦྱིན་པ་	VERB
འི་	གི་	PART
གཏམ་	གཏམ་	NOUN
ཉིད་	ཉིད་	DET
གཙོ་བོ་	གཙོ་བོ་	ADJ
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
ཇི་ལྟ་		
བྱིན་	བྱིན་	VERB
ཅིག་	ཅིག་	PART
ཅེས་	ཅེས་	PART
སྒྲ་	སྒྲ་	NOUN
ཐོ་	ཐོ་	VERB
བསམས་	བསམས་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
རྒྱལ་སྲས་	རྒྱལ་སྲས་	NOUN
བདེ་འབྱུང་	བདེ་འབྱུང་	NOUN
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཐུབ་	ཐུབ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
། །		PUNCT
ཞི་བ་	ཞི་བ་	VERB
ར་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
ས་	གིས་	PART
བདེ་བ་	བདེ་བ་	VERB
བྱེད་	བྱེད་	VERB
མིན་	མིན་	AUX
ན་	ལ་	PART
། །		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
བཏང་བ་	བཏང་བ་	VERB
ས་	གིས་	PART
ལྟ་	ལྟ་	NOUN
ཞིག་	ཅིག་	PART
སྨོས་ཅི་	སྨོས་ཅི་	NO_POS
དགོས་	དགོས་	VERB
། །		PUNCT
ལུས་	ལུས་	NOUN
བཅད་	བཅད་	VERB
སྟེར་	སྟེར་	VERB
ཞིང་བདག་	ཞིང་བདག་	NO_POS
གི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
གྱིས་	གིས་	PART
། །		PUNCT
གཞན་དག་	གཞན་དག་	NO_POS
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
དམྱལ་བ་	དམྱལ་བ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
། །		PUNCT
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
རང་རིག་	རང་རིག་	NO_POS
ཉིད་	ཉིད་	DET
དུ་	ལ་	PART
མཐོང་	མཐོང་	VERB
ན་	ནས་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
དེ་	སྟེ་	PART
བཅད་	བཅད་	VERB
བྱ་	བྱ་	VERB
ཕྱི་	ཕྱི་	OTHER
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
བརྩོན་འགྲུས་	བརྩོན་འགྲུས་	NOUN
རྩོམ་	རྩོམ་	VERB
། །		PUNCT
སྦྱིན་པ་	སྦྱིན་པ་	VERB
སྦྱིན་	སྦྱིན་	VERB
བྱ་	བྱ་	VERB
ལེན་པོ་	ལེན་པོ་	NO_POS
གཏོང་པོ་	གཏོང་པོ་	VERB
ས་	གིས་	PART
སྟོང་	སྟོང་	NUM
། །		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
འདས་པ་	འདས་པ་	VERB
འི་	གི་	PART
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཕྱིན་	ཕྱིན་	VERB
ཅེས་	ཅེས་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
གསུམ་པོ་	གསུམ་པོ་	NUM
དག་	དག་	DET
ལ་	ལ་	PART
ཆགས་	ཆགས་	VERB
སྐྱེ་	སྐྱེ་	VERB
གྱུར་པ་	གྱུར་པ་	VERB
ས་	གིས་	PART
དེ་	སྟེ་	PART
། །		PUNCT
འཇིག་རྟེན་པ་	འཇིག་རྟེན་པ་	NOUN
ཡི་	གི་	PART
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཕྱིན་	ཕྱིན་	VERB
ཅེས་	ཅེས་	PART
བསྟན་	བསྟན་	VERB
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
འི་	གི་	PART
སྲ་	སྲ་	NOUN
ཀྱི་	གི་	PART
ཡིད་	ཡིད་	NOUN
ལ་	ལ་	PART
རབ་གནས་	རབ་གནས་	NOUN
ཤིང་	ཅིང་	PART
། །		PUNCT
དམ་པ་	དམ་པ་	VERB
འི་	གི་	PART
རྟེན་	རྟེན་	NOUN
ལ་	ལ་	PART
འོད་ཆགས་	འོད་ཆགས་	NO_POS
མཛེས་པ་	མཛེས་པ་	VERB
རྙེད་	རྙེད་	VERB
གྱུར་པ་	གྱུར་པ་	VERB
འི་	གི་	PART
། །		PUNCT
དགའ་བ་	དགའ་བ་	VERB
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
ནོར་བུ་	ནོར་བུ་	NOUN
ཆུ་ཤེལ་	ཆུ་ཤེལ་	OTHER
ཇི་བཞིན་	ཇི་བཞིན་	OTHER
དུ་	ལ་	PART
། །		PUNCT
མུན་པ་	མུན་པ་	NOUN
སྟུག་པོ་	སྟུག་པོ་	ADJ
ཐམས་ཅད་	ཐམས་ཅད་	DET
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བསལ་	བསལ་	VERB
ན་	ནས་	PART
རྒྱལ་	རྒྱལ་	VERB
༑ །		PUNCT
དབུ་མ་	དབུ་མ་	PROPN
ལ་	ལ་	PART
འཇུག་པ་	འཇུག་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
སེམས་བསྐྱེད་པ་	སེམས་བསྐྱེད་པ་	NOUN
དང་པོ་	དང་པོ་	ADJ
འོ་	གོ་	PART
།། །།		PUNCT
དེ་	སྟེ་	PART
ཚུལ་	ཚུལ་	NOUN
ཕུན་ཚོགས་	ཕུན་ཚོགས་	ADJ
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
དག་	དག་	DET
ལྡན་	ལྡན་	VERB
ཕྱི་	ཕྱི་	OTHER
། །		PUNCT
རྨི་ལམ་	རྨི་ལམ་	NOUN
དུ་	ལ་	PART
ཡང་	ཀྱང་	PART
འཆལ་	འཆལ་	VERB
ཁྲིམས་	ཁྲིམས་	NOUN
དྲི་མ་	དྲི་མ་	NOUN
སྤངས་	སྤངས་	VERB
། །		PUNCT
ལུས་ངག་	ལུས་ངག་	NOUN
ཡིད་	ཡིད་	NOUN
ཀྱི་	གི་	PART
རྒྱུ་བ་	རྒྱུ་བ་	VERB
དག་	དག་	DET
གྱུར་པ་	གྱུར་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
དམ་པ་	དམ་པ་	VERB
འི་	གི་	PART
ལས་ལམ་	ལས་ལམ་	NO_POS
བཅུ་ཆ་	བཅུ་ཆ་	OTHER
ར་	ལ་	PART
གསོག་པ་	གསོག་པ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
། །		PUNCT
དགེ་བ་	དགེ་བ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
འདི་	འདི་	DET
ལྟ་	ལྟ་	NOUN
ཞིག་	ཅིག་	PART
བཅུ་ཆ་	བཅུ་ཆ་	OTHER
ར་	ལ་	PART
ཡང་	ཀྱང་	PART
། །		PUNCT
དེ་	སྟེ་	PART
ལ་	ལ་	PART
ཀླགས་	ཀླགས་	NO_POS
ཏེ་	སྟེ་	PART
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
དག་པ་	དག་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
སྟོན་ཀ་	སྟོན་ཀ་	NOUN
འི་	གི་	PART
ཟླ་ལྟར་	ཟླ་ལྟར་	NO_POS
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
རྣམ་དག་	རྣམ་དག་	ADJ
དེ་	སྟེ་	PART
། །		PUNCT
ཞི་	ཞི་	VERB
འོད་ཆགས་པ་	འོད་ཆགས་པ་	NO_POS
ར་	ལ་	PART
དེ་དག་	དེ་དག་	OTHER
གིས་	གིས་	PART
རྣམ་	རྣམ་	NOUN
མཛེ་	མཛེ་	VERB
། །		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
ཁྲིམས་	ཁྲིམས་	NOUN
དག་	དག་	DET
རང་བཞིན་	རང་བཞིན་	NOUN
ལྟ་	ལྟ་	NOUN
། །		PUNCT
དེ་ཕྱིར་	དེ་ཕྱིར་	NO_POS
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
ཚུལ་ཁྲིམས་	ཚུལ་ཁྲིམས་	NOUN
དག་	དག་	DET
མི་	མི་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
དེ་ཕྱིར་	དེ་ཕྱིར་	NO_POS
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
གསུམ་	གསུམ་	NUM
ཆ་	ཆ་	NOUN
ར་	ལ་	PART
ལ་	ལ་	ADP
འང་	ཀྱང་	PART
། །		PUNCT
གཉིས་	གཉིས་	NUM
བློ་	བློ་	NOUN
འི་	གི་	PART
རྒྱུ་བ་	རྒྱུ་བ་	VERB
ཡང་དག་	ཡང་དག་	ADJ
བྲལ་བ་	བྲལ་བ་	VERB
